289,Fundamental Algorithms,BHATT PCP,Narosa Publishing House,75.00
2224,Theory and Problems of Essential Computer Mathematics,"LIBSCHUTZ, SEYMOUR",McGraw Hill Book Co.,161.00
2521,MicroComputers Systems,"LIU, YU-CHENG & GIBSON, GLENN A",PHI,69.00
2768,Graph Theory,"DEO,NARSINGH",PHI Ltd,55.00
2923,Artificial Intelligence,"RICH,ELAINE",McGraw-Hill Book Co,95.20
3124,Relational Data Bases,"YANG,CHAO-CHIH","PHI,Englewood Cliffs",678.15
3294,Microprocessors with Applications in Process Control,AHSON SI,Tata McGraw-Hill Pub.Co,42.00
3312,Inside the IBM PC AT,BYERS TJ,McGraw Hill,85.08
3724,C Programming Tutor,MORTMAN LEON A,PHI,59.00
4004,Data structures and Algorithms,"AHO, ALFRED V & OTHERS",Addison-Wesley Publishing,0.00
4162,C and Unix Dictionary,"CHRISTIAN, KAARE",John Wiley & Sons,296.50
4763,Design of the Unix Operating System,"BACH, MAURICE J",PHI,79.00
4792,Introduction to Programming in Prolog,"CROOKES, DANNY",PHI,444.40
5384,Discrete Mathematics with Algorithms,"ALBERTSON, MICHAEL O & HUTCHINSON, JOHN P",John Wiley & Sons,121.65
5563,Easy AutoCAD,"HOOD, JOHN D",McGraw Hill Book Co.,94.60
5967,Introduction to Operating Systems,"DEITEL, HARVEY M",Addison-Wesley Pub. Co.,205.00
8101,Peter Norton's Assembly Language Book for the IBM PC,"NORTON, PETER",PHI,59.00
8676,Inside AutoCAD,RAKER D & RICE H,New Riders Publishing,240.00
8677,Hard Disk Instant Reference,"ROBBINS, JUDD",BPB Publications,42.00
8892,Algorithms and Data Structures,WIRTH NIKLAUS,PHI,237.00
8905,Introduction to Data Structures with Applications,"TREMBLAY, JEAN-PAUL & SORENSON PAUL G",McGraw Hill,163.80
9403,Programmer's Reference Manual for IBM Personal Computers,"ARMBRUST, STEVEN & OTHERS",Galgotia,175.00
9452,Power User's Guide to Hard Disk Management,"KAMIN, JONATHAN",Tech Publications,90.00
10553,Fundamentals of Interactive Computer Graphics,FOLEY JD,Addison Wesley Pub. Co.,575.00
12842,Distributed Systems,LAMPSON BW & OTHERS,Springer Verlog Berlin he,1671.60
12864,Turbo C++ Disk Tutor,"VOSS, GREG & CHUI, PAUL",McGraw Hill,765.60
12880,Computer Programming in BASIC,GROVER PS,Allied Publishers P Ltd,30.00
12901,Computer Networks and Distributed Processing,"MARTIN, JAMES",PHI,75.00
12904,Compiler Construction for Digital Computers,"GRIES, DAVID",John Wiley & Sons.,330.00
12912,Artificial Intelligence,"RICH, ELAINE",McGraw Hill Book Co.,124.90
12914,Systems Programming,"DONOVAN, JOHN J",McGraw Hill Book Co.,127.71
14104,UNIX System V/386 Release 4 System Administrators Guide,ATTENTION DOCUMENTATION MANAGERS AND TRAINING DIRECTORS,PHI,150.00
14106,UNIX System V/386 Release 4 Character User Interface,ATTENTION DOCUMENTATION MANAGERS AND TRAINING DIRECTORS,PHI,195.00
14107,UNIX System V/386 Release 4 Programmers Guide: Streams,ATTENTION DOCUMENTATION MANAGERS AND TRAINING DIRECTORS,PHI,135.00
14108,UNIX System V/386 Release 4 BSD/XENIX Compatibility Guide,ATTENTION DOCUMENTATION MANAGERS AND TRAINING DIRECTORS,PHI,95.00
14109,UNIX System V/386 Release Programmers Guide System Services,ATTENTION DOCUMENTATION MANAGERS AND TRAINING DIRECTORS,PHI,125.00
14110,UNIX System V/386 Release Migration Guide,ATTENTION DOCUMENTATION MANAGERS AND TRAINING DIRECTORS,PHI,49.00
14111,UNIX System V/386 Release ANSI C Transition Guide.,ATTENTION DOCUMENTATION MANAGERS AND TRAINING DIRECTORS,PHI,29.00
14112,UNIX System V/386 Release 4 System Administrators Reference,ATTENTION DOCUMENTATION MANAGERS AND TRAINING DIRECTORS,PHI,225.00
14113,UNIX System V/386 Release 4 Devicce Driver Interface Manual,ATTENTION DOCUMENTATION MANAGERS AND TRAINING DIRECTORS,PHI,95.00
14114,UNIX System V/386 Release 4 Programmers Reference Manual,ATTENTION DOCUMENTATION MANAGERS AND TRAINING DIRECTORS,PHI,175.00
14115,UNIX System V/386 Release 4 Programmers Guide SCSI Driver In,ATTENTION DOCUMENTATION MANAGERS AND TRAINING DIRECTORS,PHI,59.00
14116,UNIX System V/386 Release 4 Product Overview and Master Inde,ATTENTION DOCUMENTATION MANAGERS & TRAINING DIRECTORS,PHI,95.00
14117,UNIX System V/386 Release 4 Integrated Software Development,ATTENTION DOCUMENTATION MANAGERS AND TRAINING DIRECTORS,PHI,125.00
14739,Chambers Concise Dictionary,CHAMBERS,Allied Publishers,160.00
15422,Computer Architecture and Organization,"HAYES, JOHN P",McGraw Hill,329.30
17000,Software Engineering Concepts,"FAIRLEY, RICHARD E",Mc Graw Hill,205.40
17795,Parallel Computing: Theory and Practice,"QUINN, MICHAEL J",McGraw Hill Inc,331.80
19194,Introduction to Computer Theory,"COHEN, DANIEL IA",John Wiley & Sons Inc.,718.20
20241,Fundamentals of Computer Algorithms,"HOROWITZ, ELLIS & SAHNI, SARTAJ",Galgotia Pulications Pvt Ltd.,115.00
21563,Software Engineering,"PRESSMAN, ROGER S","McGraw Hill Companies, Inc.",327.60
21773,Introduction to Database Systems Vol. I,DATE CJ,Narosa Publishing House,175.00
22717,Digital Systems,"TOCCI, RONALD J & WIDMER, NEAL S",Prentice Hall of India,295.00
22751,Theory and Problems of Introduction to Digital Systems,"PALMER, JAMES E & PERLMAN, DAVID E",TMH Pub. Co. Ltd.,150.00
22791,Compiler Design in C,"HOLUB, ALLEN I",Prentice Hall of India,175.00
22799,Data Structures and Algorithm Analysis in C,"WEISS, MARK ALLEN",Addison-Wesley,659.15
23176,Neurocomputing,"HECHT-NIELSEN, ROBERT",Addison-Wesley Pub. Co.,1202.75
23293,Visual J++ Bible (Includes One CD ROM Diskette),"LEINECKER, RICHARD C & ARCHER, TOM et al.",Comdex/Pustak Mahal,450.00
23294,Visual C++ 5.0 Developer's Guide,"BENNETT, DAVID et al.",Techmedia,450.00
23296,Novell's Dictionary of Networking,"SHAFER, KEVIN",Comdex/Pustak Mahal,150.00
23297,Windows NT Programming in Practice (Includes one 1.4 MB Disk),EDITORS OF WINDOWS DEVELOPER'S JOURNAL,Comdex/Pustak Mahal,245.00
23300,Heavy Metal OLE 2.0 Programming (Includes one 1.2 MB Disk),"HOLZNER, STEVEN",Comdex/Pustak Mahal,325.00
23304,Peter Norton's Guide to Java Programming (Includes one CD ROM Disk),"NORTON, PETER & STANEK, WILLIAM",Techmedia,450.00
23307,Visual C++ Multimedia Adventure Set (Includes one CD ROM Disk),"AITKEN, PETER & JAROL, SCOTT",Comdex/Pustak Mahal,450.00
23308,Novell's Guide to Netware 4.1 Networks (Includes one CD ROM Disk),"HUGHES, JEFFERY F & THOMAS, BLAIR W",Comdex/Pustak Mahal,695.00
23309,Peter Norton's Complete Guide to DOS 6.22,"NORTON, PETER",Techmedia,399.00
23311,Javascript Interactive Course (Includes one CD ROM Disk),"DANESH, ARMAN",Techmedia,450.00
23312,Windows 95 Networking Secrets (Includes One CD ROM Disk),"STOLTZ, KEVIN",Comdex/Pustak Mahal,450.00
23313,Teach Yourself Web Publishing with HTML 3.2 in 14 days (Includes One CD ROM Disk),"LEMAY, LAURA",Techmedia,570.00
23314,Unix Webmaster,"BARKAKATI, NABA",Comdex/Pustak Mahal,325.00
23315,Unix Secrets (Includes one CD ROM Disk),"ARMSTRONG, JAMES C",Comdex/Pustak Mahal,450.00
23316,Internetworking with TCP/IP Vol. III,"COMER, DOUGLAS E & STEVENS, DAVID L",Prentice Hall of India,195.00
23317,Internetworking with TCP/IP Vol. II,"COMER, DOUGLAS E & STEVENS, DAVID L",Prentice Hall of India,195.00
23318,Internetworking with TCP/IP Vol. I,"COMER, DOUGLAS E",Prentice Hall of India,195.00
23319,Big Basics Book of The Internet,"HABRAKEN, JOE",Prentice Hall of India,295.00
23320,Intranet Bible (Includes one CD ROM Disk),"BREMNER, LYNN M & IASI, ANTHONY F & SERVATI, AL",Galgotia Pub. Pvt. Ltd.,450.00
23321,Hands on Java Beans,"ALLEN, MITCH & HARVIE, JOHN B",Galgotia Pub. Pvt. Ltd.,295.00
23322,Professional Web Design,"HOLZCHLAG, MOLLY E",Galgotia Pub. Pvt. Ltd.,410.00
23323,Web Graphics Bible (Includes one CD ROM Disk),"WODASKI, RON",Comdex/Pustak Mahal,450.00
23324,Internet Programming,"JAMSA, KRIS & COPE, KEN",Galgotia Pub. Pvt. Ltd.,250.00
23393,C++ and Object-Oriented Programming,"IRVINE, KIP R",Prentice Hall,940.95
23394,Applications Programming in ANSI C,"JOHNSONBAUGH, RICHARD & KALIN, MARTIN",Prentice Hall Inc.,530.95
23395,Local and Metropolitan Area Networks,"STALLINGS, WILLIAM",Prentice Hall Inc.,530.95
23396,Computer Architecture,"WILKINSON, BARRY",Prentice Hall Inc.,553.50
23397,First Course in Database Systems,"ULLMAN, JEFFREY D & WIDOM, JENNIFER",Prentice Hall Inc.,366.95
23398,Practical Introduction to Data Structures and Algorithm Analysis,"SHAFFER, CLIFFORD A",Prentice Hall Inc.,448.95
23400,Oracle Designer/2000 Handbook,"DORSEY, PAUL & KOLETZKE, PETER",TMH Pub. Co. Ltd.,350.00
23401,Visual C++ Handbook,"PAPPAS, CHRIS H & MURRAY, III WILLIAM H",TMH Pub. Co. Ltd.,325.00
23402,Fundamental Photoshop 4,"GREENBERG, ADELE DROBLAS & GREENBERG, SETH",TMH Pub. Co. Ltd.,425.00
23403,Data Network Handbook,"REED, KENNETH",Galgotia Pub. (P) Ltd.,250.00
23404,Create Powerpoint Presentations in a Week,"REILLY, BRIAN",Galgotia Pub. (P) Ltd.,195.00
23406,Navigating C++ and Object-Oriented Design (One CD ROM Included),"ANDERSON, PAUL & ANDERSON, GAIL",Pretnice Hall Inc.,594.50
23407,Pentium Microprocessor (Includes one 1.4 MB Disk),"ANTONAKOS, JAMES L",Pretnice Hall Inc.,448.95
23408,Windows 95 WIN 32 Programming API Bible (Includes one CD ROM Disk),"SIMON, RICHARD",Waite Group Press,2252.95
23689,Oracle 8 Architecture,"BOBROWKSI, STEVE",TMH Pub. Co. Ltd.,275.00
23691,Prolog and Expert Systems,"BOWEN, KENNETH A","McGraw-Hill, Inc.",393.80
23692,Oracle 8: The Complete Reference,"KOCH, GEORGE & LONEY, KEVIN",TMH Pub. Co. Ltd.,450.00
23694,World Wide Web: Complete Reference,"STOUT, RICK",TMH Pub. Co. Ltd.,350.00
23695,"Oracle Backup & Recovery Hanbook, 7.3 Edition","VELPURI, RAMA",TMH Pub. Co. Ltd.,375.00
23696,Visual C++ 5 from the Ground Up,"MUELLER, JOHN PAUL",TMH Pub. Co. Ltd.,325.00
23697,Visual J++ Handbook,"MASO, BRIAN",TMH Pub. Co. Ltd.,250.00
23698,Oracle 8: A Beginer's Guide,"ABBEY, MICHAEL & COREY, MICHAEL J",TMH Pub. Co. Ltd.,350.00
23699,Inside the Java Virtual Machine (Includes One CD ROM Diskette),"VENNERS, BILL",McGraw-Hill,1757.80
23700,IBM Dictionary of Computing,"McDANIEL, GEORGE Compl. & Ed.","McGraw-Hill, Inc.",569.80
23701,Multiple Choice Questions in Computer Science,"WILLIAMS, TIMOTHY J",TMH Pub. Co. Ltd.,125.00
23702,ActiveX from the Ground Up,"MULLER, JOHN PAUL",TMH Pub. Co. Ltd.,330.00
23703,Systems Analysis and Design,"YEATES, DON & SHIELDS, MAURA & HELMY, DAVID",Macmillan India Ltd.,195.00
23705,Visual C++ 5: The Complete Reference,"PAPPA, CHRIS H & MURRAY, III WILLIAM H",TMH Pub. Co. Ltd.,350.00
23708,"Network Resource Planning for SAP R/3, BAAN IV and PeopleSoft","CLEWETT, ANNETTE & FRANKIN, DANA & McCOWN, ANN",TMH Pub. Co. Ltd.,305.00
23709,ATM: Theory and Application,"McDYSAN, DAVID E  & SPOHN, DARREN L","McGraw-Hill, Inc.",726.00
23710,Artificial Neural Networks,"SCHALKOFF, ROBERT J","McGraw-Hill Co., Inc.",657.80
23711,Real-Time Systems,"KRISHNA CM & SHIN, KANG G","McGraw-Hill Co., Inc.",550.00
23712,Software Engineering with Java,"SCHACH, STEPHEN R",Irwin/McGraw-Hill,745.80
23713,Introduction to ATM Networking,"GORALSKI, WALTER J","McGraw-Hill, Inc.",814.00
23714,Network Management Standards,"BLACK, UYLESS","McGraw-Hill, Inc.",745.80
23715,Machine Learning,"MITCHELL, TOM M","McGraw-Hill Co., Inc.",569.80
23716,TCP/IP Related Protocols,"BLACK, UYLESS","McGraw-Hill, Inc.",525.80
23717,Software Engineering,"SOMMERVILLE, IAN",Addison-Wesley Pub. Co.,330.00
23718,System Analysis and Design with Modern Methods,"FERTUCK, LEN",Business and Educational Tech.,1078.00
23719,Manager's Guide to Software Engineering,"PRESSMAN, ROGER S",McGraw-Hill,1537.80
23720,Introduction to Languages and the Theory of Computation,"MARTIN, JOHN C","McGraw-Hill Co., Inc.",569.80
23721,Introduction to Data Communications and Networking,"FOROUZAN, BEHROUZ",WCB/McGraw-Hill,789.80
23984,Java: The Complete Reference,"NAUGHTON, PATRICK & SCHILDT, HERBERT",TMH Pub. Co. Ltd.,350.00
23985,Java 1.1 (Included One CD ROM Disk),"MORRISON, MICHAEL et al",Techmedia,499.00
24199,Web Programming Unleased (One CD ROM Included),"BREEDLOVE, BOB et al",Sams.net Publishing,495.00
24205,Software Engineering,"PFLEEGER, SHARI LAWRENCE","Prentice-Hall, Inc.",560.73
24206,Database System Concepts,"SILBERSCHATZ, ABRAHAM & KORTH, HENRY F & SUDARSHAN S","McGraw-Hill Co., Inc.",281.45
24207,Practical Parallel Programming,"WILSON, GREGORY V",Prentice Hall of India,195.00
24208,Practice and Principles of Compiler Building with C,"ALBLAS, HENK & NYMEYER, ALBERT",Prentice Hall of India,175.00
24209,Knowledge of Meaning,"LARSON , RICHARD  & SEGAL, GABRIEL",Prentice Hall of India,275.00
24210,Distributed Operating Systems,"SINHA, PRADEEP K",Prentice Hall of India,295.00
24211,Advanced Computer Architecture,"KAIN, RICHARD Y",Prentice Hall of India,295.00
24432,Open Systems Handbook,"SIMON, ALAN R & WHEELER, TOM",AP Professional,1839.60
24433,X Windows Inside and Outside,"REISS, LEVI & RADIN, JOSEPH",Osborne McGraw-Hill,1224.20
24436,MFC Programmer's Reference (Includes one CD ROM),"THOMPSON, ROBERT D",Comdex/Pustak Mahal,495.00
24438,Dynamic HTML (Includes One CD ROM),"PITTS-MOULTIS, NATANYA & SANDERS CC & CHANDAK, RAMESH",Comdex/Pustak Mahal,450.00
24439,Network Interrupts,"BROWN, RALPH & KYLE, JIM",Addison-Wesley Pub. Co.,793.65
24440,"Data Communications, Computer Networks and Open Systems","HALSALL, FRED",Addison-Wesley Pub. Co.,1092.80
24456,Teach Yourself Active Web Database Programming in 21 Days (Includes One CD ROM Disk),"FLEET, DINA et al",Techmedia,399.00
24457,MCSC: TCP/IP Study Guide (Includes One CD ROM Disk),"LAMMLE, TODD et al",BPB Publications,450.00
24458,World Wide Web Database Developer's Guide (Includes One CD ROM Disk),"SWANK, MARK & KITTEL, DREW",Sams.net Publishing,425.00
24563,Unified Modeling Language User Guide,"BOOCH, GRADY & RUMBAUGH, JAMES & JACOBSON, IVAR",Addison-Wesley,392.00
24919,"Genetic Algorithms in Search, Optimization, and Machine Learning","GOLDBERG, DAVID E","Addison-Wesley Longman, Inc.",240.90
24920,TCP/IP Illustrated Vol. 3,"STEVENS, RICHARD W","Addison-Wesley Longman, Inc.",392.00
24921,TCP/IP Illustrated Vol. 2,"WRIGHT, GARY R & STEVENS, RICHARD W","Addison-Wesley Longman, Inc.",459.90
24925,Neural Networks,"FREEMAN, JAMES A & SKAPURA, DAVID M","Addison-Wesley Longman, Inc.",284.70
24926,TCP/IP Illustrated Vol. 1,"STEVENS, RICHARD W","Addison-Wesley Longman, Inc.",284.70
24928,Design Patterns,"GAMMA, ERICH et al","Addison-Wesley Longman, Inc.",350.40
24947,Mastering Visual C++ 6(Includes one CDROM Disk),"YOUNG, MICHAEL J",BPB Publications/Sybex,399.00
24948,JDBC: Java Database Connectivity (Includes One CD ROM Disk),"HAECKE, BERNARD VAN",Comdex/Pustak Mahal,399.00
25916,Introduction to Artificial Intelligence,"CHARNIAK, EUGENE & McDERMOTT, DREW",Addison-Wesley,272.67
25923,TCP/IP Network Administration,"HUNT, CRAIG",Shroff Pub. & Distributors,275.00
25962,Introduction to Algorithms,"CORMEN, THOMAS H & LEISERSON, CHARLES E & RIVEST, RONALD L",Prentice Hall of India,275.00
25980,Art of Computer Programming Vol. 3,"KNUTH, DONALD E",Addison-Wesley,445.76
26022,Programming  Pearls,"BENTLEY, JON",Addison-Wesley,189.95
26026,Learning Media Design (Includes One CD ROM Disk),"WILSON, GLORIA & BITTER, GARY",Prentice Hall of India,195.00
26028,Java Programming Language,"ARNOLD, KEN & GOSLING, JAMES",Addison-Wesley,268.80
26029,Java Class Libraries,"CHAN, PATRICK & LEE, ROSANNA",Addison-Wesley,1107.45
26030,Oracle Data Warehousing,"COREY, MICHAEL J & ABBEY, MICHAEL",TMH Pub. Co. Ltd.,275.00
26031,JBuilder Essentials (Includes One CD ROM Disk),"JENSEN, CARY & STONE, BLAKE & ANDERSON, LOY",TMH Pub. Co. Ltd.,395.00
26032,Oracle 8 Archiecture,"BOBROWSKI, STEVE",TMH Pub. Co. Ltd.,275.00
26033,Using Oracle 8,"AUSTIN, DAVID et al",Prentice Hall of India,275.00
26054,Introduction to Database Systems Vol. I,DATE CJ,Narosa Pub. House,195.00
26063,Design of the Unix OPerating System,"BACH, MAURICE J",Prentice Hall of India,175.00
27141,Book On C,"KELLEY, AL & POHL, IRA",Addison Wesely Longman Inc.,270.00
27142,Algorithms In C++,"SEDGEWICK, ROBERT",Addison Wesely Longman Inc.,450.00
27143,Linux Firewalls,"ZIEGLER, ROBERT L",Techmedia,195.00
27144,Graphic Java 1.2 (Includes One CDROM Disk) Vol.-I,"GEARY, DAVID M",Addison-Wesley,610.00
27146,Unified Modeling Language User Guide,"BOOCH, GRADY & RUMBAUGH, JAMES & JACOBSON, IVAR",Addison-Wesley,400.00
27150,Inside Servlets (Includes One CDROM Disk),"CALLAWAY, DUSTIN R",Addison-Wesley,360.00
27154,Unix Power Tools (Include a CDROM Disk),"PEEK, JERRY & OREILLY, TIM & LOUKIDES, MIKE'",Shroff Publ. & Dist. Pvt. Ltd.,630.00
27155,Professional PHP Programming,"CASTAGNETTO, JESUS & RAWAT, HARISH & SCHUMANN, SASCHA & SCOLLO, CHRIS & VELIATH, DEEPAK",Shroff Publ. & Dist. Pvt Ltd,600.00
27158,Java 1.2 by Example (Includes One CDROM Disk),"JACKSON, JERRY R & MCCLELLAN, ALAN L",PTR- PH,1795.55
27159,Core Java 2 Vol. - II (Includes One CDROM Disk),"HORSTMANN, CAY S & CORNELL, GARY",Prentice Hall PTR,495.00
27165,Using And Managing PPP,"SUN, ANDREW",Shroff Publ. & Distr. Pvt. Ltd,240.00
27166,GNU C++ For Linux (Includes One CDROM Disk),"SWAN, TOM",Prentice Hall Of India Pvt. Lt,425.00
27167,Sed & Awk,"DOUGHERTY, DALE & ROBBINS, ARNOLD",Shroff Publ. & Dist. Pvt Ltd,235.00
27168,Learning Red Hat Linux (Includes One CDROM Disk),"MCCARTY, BILL",Shroff Publ. & Dist. Pvt Ltd,350.00
27173,Learning Perl,"HUNT, CRAIG",Shroff Publ. & Dist. Pvt Ltd,185.00
27176,Learning Perl/TK,"WALSH, NANCY",Shroff Publ. & Dist. Pvt Ltd,225.00
27182,Practical Unix and Internet Security,"GARFINKEL, SIMSON & SPAFFORD, GENE",Shroff pub. & Dist. Pvt. Ltd,400.00
27183,Java Servlet Programming,"HUNTER, JASON with CRAWFORD, WILLIAM",Shroff pub. & Dist. Pvt. Ltd,275.00
27184,Enterprise JavaBeans,"MONSON-HAEFEL, RICHARD",Shroff pub. & Dist. Pvt. Ltd,245.00
27186,Visual Basic Controls In a Nutshell,"DICTOR, EVAN S",Shroff Pub.& Distri. Pvt. Ltd,310.00
27188,Perl CookBook,"CHRISTIANSEN, TOM & TORKINGTON, NATHAN",Shroff Pub.& Distri. Pvt. Ltd,375.00
27192,Lex & Yacc,"LEVINE, JOHN R & MASON, TONY & BROWN, DOUGH",Shroff Pub. & Dist. Pvt. Ltd.,205.00
27194,Graphic Java 2 Mastering JFC (Incl. a CDROM),"GEARY, DAVID M",Addison Wesley Longman Singa.,760.00
27195,CORBA 3 Fundamentals and Programming (Includes One CDROM Disk),"SIEGEL, JON Ed.",John Wiley & Sons Inc.,2244.55
27439,Fundamentals of Database Systems,"ELMASRI, RAMEZ & NAVATHE, SHAMKANT B",Addison-Wesley,311.15
27446,Java Programming Language,"ARNOLD, KEN & GOSLING, JAMES",Addison-Wesley,276.60
27596,Data Mining,"ADRIAANS, PIETER & ZANTINGE, DOLF",Addison-Wesley,195.00
27597,Object-Oriented Database Systems,PRABHU CSR,PHI Private Limited,150.00
27598,Data Warehousing in the Real World,"ANAHORY, SAM & MURRAY, DENNIS",Addison-Wesley,235.00
27599,"Data Structures, Algorithms, and Applications in C++","SAHNI, SARTAJ",WCB/McGraw-Hill,1112.50
27721,Cryptography and Network Security,"STALLINGS, WILLIAM","Prentice Hall, Inc.",280.00
27790,Fundamentals of Logic Design,"ROTH, CHARLES H",Jaico Publishing House,300.00
27921,Managing IP Networks with Cisco Routers,"BALLEW, SCOTT M",Shroff Pub. & Dist. Pvt. Ltd.,200.00
27927,Artificial Intelligence: A Modern Approach,"RUSSELL, STUART J & NORVIG, PETER",Prentice-Hall International In,990.94
27948,Professional Java Server Programming,"AYERS, DANNY & BERGSTEN, HANS et al.",Shroff Pub. & Dist. Pvt. Ltd.,575.00
27954,Artificial Intelligence: A New Synthesis,"NILSSON, NILS J",Harcourt Asia Pte Ltd.,315.00
28034,Digital Computer Fundamentals,"BARTEE, THOMAS C",McGraw-Hill Book Company,402.05
28153,COM/DCOM Primer Plus (Includes One CDROM),"CORRY, CHRIS & MAYFIELD, VINCENT & CADMAN, JOHN & MORIN, RANDY",Techmedia,270.00
28154,Inside Corba,"MOWBRAY, THOMAS J & RUH, WILLIAM A",Addison-Wesley,270.00
28212,Java Servlet Programming,"HUNTER, JASON & CRAWFORD, WILLIAM",Shroff Pub. & Dist. Pvt. Ltd.,275.00
28213,ASP in a Nutshell,"WEISSINGER, KEYTON A",Shroff Pub. & Dist. Pvt. Ltd.,250.00
28214,Java 2: The Complete Reference,"NAUGHTON, PATRICK & SCHILDT, HERBERT",Tata McGraw-Hill Pub. Co. Ltd.,395.00
28215,Web Programming,"JAMSA, KRIS & LALANI, SULEIMAN SAM & WEAKLEY, STEVE",Frank Bros. & Co.,450.00
28248,Preparation for Teaching and Laboratory-Setting in Colleges and Universities,PATTANSHETTI MM,You Need Publications,200.00
28412,C++ Primer,"LIPPMAN, STANLEY B & LAJOIE, JOSEE",Addison-Wesley,450.00
28417,C++ Primer,"LIPPMAN, STANLEY B & LAJOIE, JOSEE",Addison-Wesley,450.00
28481,Learn Everything in PC Software,"ROY, GAUTAM",Wheeler Publishing,165.00
